simplename	broad_host	collection_date	isolation_source	location	host	strain	SRR	SRA	Sample name	BioSample	name1	name2
GCA_002035415.1	unreported		Missing		Missing	BCW_1573	SRR1840572	SRS865451	BCW_1573	SAMN02367612	GCA_002035415.1|unreported|	SRR1840572|unreported|
GCA_002034985.1	unreported		Missing		Missing	DT104	SRR1840573	SRS865450	BCW_1578	SAMN02367617	GCA_002034985.1|unreported|	SRR1840573|unreported|
GCA_002034225.1	equine	1987	Horse		Missing	NVSL 7095	SRR1840574	SRS865449	BCW_1757	SAMN02367646	GCA_002034225.1|equine|1987	SRR1840574|equine|1987
GCA_002033825.1	human		Human		Homo sapiens	INSP 24	SRR1840587	SRS865436	BCW_1891	SAMN02367760	GCA_002033825.1|human|	SRR1840587|human|
GCA_002032235.1	avian	2010	Chicken Breast		Gallus gallus	BCW_2044	SRR1840600	SRS865422	BCW_2044	SAMN02367856	GCA_002032235.1|avian|2010	SRR1840600|avian|2010
GCA_002035635.1	porcine	2010	Pork Chop		Sus sp.	BCW_2127	SRR1840612	SRS865412	BCW_2127	SAMN02367935	GCA_002035635.1|porcine|2010	SRR1840612|porcine|2010
GCA_002031405.1	avian	2011	Chicken Breast		Missing	N29331	SRR1840615	SRS865408	BCW_2146	SAMN02367953	GCA_002031405.1|avian|2011	SRR1840615|avian|2011
GCA_002031075.1	avian	2011	Chicken Breast		Missing	N30703	SRR1840622	SRS865401	BCW_2182	SAMN02367987	GCA_002031075.1|avian|2011	SRR1840622|avian|2011
GCA_002030385.1	avian	2011	Chicken Breast		Missing	N32044	SRR1840626	SRS865396	BCW_2210	SAMN02368014	GCA_002030385.1|avian|2011	SRR1840626|avian|2011
GCA_002030885.1	avian	2011	Chicken Breast		Missing	BCW_2218	SRR1840630	SRS865393	BCW_2218	SAMN02368022	GCA_002030885.1|avian|2011	SRR1840630|avian|2011
GCA_002030805.1	porcine	2011	Pork Chop		Sus sp.	BCW_2246	SRR1840633	SRS865390	BCW_2246	SAMN02368045	GCA_002030805.1|porcine|2011	SRR1840633|porcine|2011
GCA_002036315.1	unreported		Missing		Missing	BCW_2427	SRR1840635	SRS865388	BCW_2427	SAMN02368508	GCA_002036315.1|unreported|	SRR1840635|unreported|
GCA_002030085.1	unreported		Missing		Missing	BCW_2434	SRR1840637	SRS865386	BCW_2434	SAMN02368514	GCA_002030085.1|unreported|	SRR1840637|unreported|
GCA_002036765.1	avian	2010	Chicken		Gallus gallus	SAL3328	SRR1840652	SRS865372	BCW_2526	SAMN02368107	GCA_002036765.1|avian|2010	SRR1840652|avian|2010
GCA_002066815.1	human	1958	Human		Homo sapiens	6623	SRR1840660	SRS865364	BCW_2605	SAMN02368164	GCA_002066815.1|human|1958	SRR1840660|human|1958
GCA_002065055.1	human	2001	Human, stool		Homo sapiens	BCW_2796	SRR1840683	SRS865341	BCW_2796	SAMN02368668	GCA_002065055.1|human|2001	SRR1840683|human|2001
GCA_002063685.1	human	2004	Human		Homo sapiens	BCW_2799	SRR1840684	SRS865339	BCW_2799	SAMN02368671	GCA_002063685.1|human|2004	SRR1840684|human|2004
GCA_002058075.1	human	2008	Missing		Homo sapiens	BCW_4364	SRR1840737	SRS865285	BCW_4364	SAMN02368962	GCA_002058075.1|human|2008	SRR1840737|human|2008
GCA_002056945.1	human	2007	Missing		Homo sapiens	BCW_4365	SRR1840738	SRS865286	BCW_4365	SAMN02368963	GCA_002056945.1|human|2007	SRR1840738|human|2007
GCA_002057985.1	human	2007	Missing		Homo sapiens	BCW_4372	SRR1840744	SRS865279	BCW_4372	SAMN02368969	GCA_002057985.1|human|2007	SRR1840744|human|2007
GCA_002058005.1	human	2006	Missing		Homo sapiens	BCW_4379	SRR1840751	SRS865272	BCW_4379	SAMN02368976	GCA_002058005.1|human|2006	SRR1840751|human|2006
GCA_001240475.1	avian	2013	Chicken Breast			CVM N43469	SRR2566880	SRS1102261	CVM N43469	SAMN03894078	GCA_001240475.1|avian|2013	SRR2566880|avian|2013
GCA_001240785.1	avian	2013	Chicken Breast			CVM N43822	SRR2566896	SRS1102245	CVM N43822	SAMN03894094	GCA_001240785.1|avian|2013	SRR2566896|avian|2013
GCA_001240825.1	avian	2013	Chicken Breast			CVM N43823	SRR2566897	SRS1102244	CVM N43823	SAMN03894095	GCA_001240825.1|avian|2013	SRR2566897|avian|2013
GCA_001240805.1	avian	2013	Chicken Breast			CVM N43824	SRR2566898	SRS1102243	CVM N43824	SAMN03894096	GCA_001240805.1|avian|2013	SRR2566898|avian|2013
GCA_001271965.1	avian	2013	Chicken Breast			CVM N43825	SRR2566899	SRS1102242	CVM N43825	SAMN03894097	GCA_001271965.1|avian|2013	SRR2566899|avian|2013
GCA_001240925.1	avian	2013	Chicken Breast			CVM N43829	SRR2566903	SRS1102238	CVM N43829-R	SAMN03894101	GCA_001240925.1|avian|2013	SRR2566903|avian|2013
GCA_001240935.1	avian	2013	Chicken Breast			CVM N43830	SRR2566904	SRS1102237	CVM N43830-R	SAMN03894102	GCA_001240935.1|avian|2013	SRR2566904|avian|2013
GCA_001240965.1	avian	2013	Chicken Breast			CVM N43831	SRR2566905	SRS1102236	CVM N43831	SAMN03894103	GCA_001240965.1|avian|2013	SRR2566905|avian|2013
GCA_001240975.1	avian	2013	Chicken Breast			CVM N43832	SRR2566906	SRS1102235	CVM N43832	SAMN03894104	GCA_001240975.1|avian|2013	SRR2566906|avian|2013
GCA_001241075.1	avian	2013	Chicken Breast			CVM N44692	SRR2566911	SRS1102230	CVM N44692	SAMN03894109	GCA_001241075.1|avian|2013	SRR2566911|avian|2013
GCA_001241165.1	avian	2013	Chicken Breast			CVM N44697	SRR2566916	SRS1102225	CVM N44697-R	SAMN03894114	GCA_001241165.1|avian|2013	SRR2566916|avian|2013
GCA_001241425.1	avian	2013	Chicken Wings			CVM N44709	SRR2566928	SRS1102211	CVM N44709	SAMN03894126	GCA_001241425.1|avian|2013	SRR2566928|avian|2013
GCA_001241505.1	avian	2013	Chicken Breast			CVM N44712	SRR2566931	SRS1102208	CVM N44712	SAMN03894129	GCA_001241505.1|avian|2013	SRR2566931|avian|2013
GCA_001241515.1	avian	2013	Chicken Breast			CVM N44713	SRR2566932	SRS1102207	CVM N44713	SAMN03894130	GCA_001241515.1|avian|2013	SRR2566932|avian|2013
GCA_001241555.1	avian	2013	Chicken Legs			CVM N44714	SRR2566933	SRS1102206	CVM N44714	SAMN03894131	GCA_001241555.1|avian|2013	SRR2566933|avian|2013
GCA_001241585.1	avian	2013	Chicken Breast			CVM N44715	SRR2566934	SRS1101899	CVM N44715	SAMN03894132	GCA_001241585.1|avian|2013	SRR2566934|avian|2013
GCA_001241605.1	avian	2013	Chicken Breast			CVM N44716	SRR2566935	SRS1102205	CVM N44716	SAMN03894133	GCA_001241605.1|avian|2013	SRR2566935|avian|2013
GCA_001272045.1	avian	2013	Chicken Breast			CVM N44717	SRR2566936	SRS1102204	CVM N44717	SAMN03894134	GCA_001272045.1|avian|2013	SRR2566936|avian|2013
GCA_001271505.1	avian	2013	Chicken Breast			CVM N45390	SRR2566937	SRS1102203	CVM N45390	SAMN03894135	GCA_001271505.1|avian|2013	SRR2566937|avian|2013
GCA_001271565.1	avian	2013	Chicken Wings			CVM N45391	SRR2566938	SRS1102202	CVM N45391	SAMN03894136	GCA_001271565.1|avian|2013	SRR2566938|avian|2013
GCA_001241895.1	avian	2013	Chicken Breast			CVM N45403	SRR2566950	SRS1102190	CVM N45403	SAMN03894148	GCA_001241895.1|avian|2013	SRR2566950|avian|2013
GCA_001241905.1	avian	2013	Chicken Breast			CVM N45404	SRR2566951	SRS1102189	CVM N45404	SAMN03894149	GCA_001241905.1|avian|2013	SRR2566951|avian|2013
GCA_001241945.1	avian	2013	Chicken Breast			CVM N45405	SRR2566952	SRS1102188	CVM N45405	SAMN03894150	GCA_001241945.1|avian|2013	SRR2566952|avian|2013
GCA_001241975.1	avian	2013	Chicken Breast			CVM N45408	SRR2566955	SRS1102185	CVM N45408	SAMN03894153	GCA_001241975.1|avian|2013	SRR2566955|avian|2013
GCA_001272035.1	avian	2013	Chicken Breast			CVM N45410	SRR2566957	SRS1102183	CVM N45410	SAMN03894155	GCA_001272035.1|avian|2013	SRR2566957|avian|2013
GCA_001242275.1	avian	2013	Chicken Breast			CVM N45935	SRR2566971	SRS1102169	CVM N45935	SAMN03894169	GCA_001242275.1|avian|2013	SRR2566971|avian|2013
GCA_001242345.1	avian	2013	Chicken Wings			CVM N45936	SRR2566972	SRS1102168	CVM N45936	SAMN03894170	GCA_001242345.1|avian|2013	SRR2566972|avian|2013
GCA_001242395.1	avian	2013	Chicken Breast			CVM N45938	SRR2566974	SRS1102166	CVM N45938	SAMN03894172	GCA_001242395.1|avian|2013	SRR2566974|avian|2013
GCA_001242565.1	avian	2013	Chicken Breast			CVM N45950	SRR2566983	SRS1102157	CVM N45950	SAMN03894181	GCA_001242565.1|avian|2013	SRR2566983|avian|2013
GCA_001271645.1	avian	2013	Chicken Wings			CVM N46810	SRR2566992	SRS1102148	CVM N46810	SAMN03894190	GCA_001271645.1|avian|2013	SRR2566992|avian|2013
GCA_001243095.1	avian	2013	Chicken Breast			CVM N46824	SRR2567005	SRS1102134	CVM N46824	SAMN03894203	GCA_001243095.1|avian|2013	SRR2567005|avian|2013
GCA_001243105.1	avian	2013	Chicken Breast			CVM N46825	SRR2567006	SRS1102133	CVM N46825	SAMN03894204	GCA_001243105.1|avian|2013	SRR2567006|avian|2013
GCA_001272095.1	avian	2013	Ground Turkey			CVM N46826	SRR2567007	SRS1102135	CVM N46826	SAMN03894205	GCA_001272095.1|avian|2013	SRR2567007|avian|2013
GCA_001271715.1	porcine	2013	Pork Chops			CVM N46828	SRR2567009	SRS1102132	CVM N46828	SAMN03894207	GCA_001271715.1|porcine|2013	SRR2567009|porcine|2013
GCA_001243255.1	avian	2013	Chicken Breast			CVM N46834	SRR2567015	SRS1102124	CVM N46834	SAMN03894213	GCA_001243255.1|avian|2013	SRR2567015|avian|2013
GCA_001272115.1	avian	2013	Chicken Breast			CVM N46840	SRR2567021	SRS1102118	CVM N46840	SAMN03894219	GCA_001272115.1|avian|2013	SRR2567021|avian|2013
GCA_001271745.1	avian	2013	Chicken Breast			CVM N46841	SRR2567022	SRS1102117	CVM N46841	SAMN03894220	GCA_001271745.1|avian|2013	SRR2567022|avian|2013
GCA_001271795.1	avian	2013	Chicken Breast			CVM N46843	SRR2567024	SRS1102115	CVM N46843	SAMN03894222	GCA_001271795.1|avian|2013	SRR2567024|avian|2013
GCA_001243395.1	avian	2013	Chicken Breast			CVM N46844	SRR2567025	SRS1102120	CVM N46844	SAMN03894223	GCA_001243395.1|avian|2013	SRR2567025|avian|2013
GCA_001243425.1	avian	2013	Chicken Breast			CVM N46845	SRR2567026	SRS1102114	CVM N46845-R	SAMN03894224	GCA_001243425.1|avian|2013	SRR2567026|avian|2013
GCA_001271835.1	porcine	2013	Pork Chops			CVM N46848	SRR2567029	SRS1102112	CVM N46848-R	SAMN03894227	GCA_001271835.1|porcine|2013	SRR2567029|porcine|2013
GCA_001243505.1	avian	2013	Chicken Breast			CVM N46851	SRR2567032	SRS1102108	CVM N46851-R	SAMN03894230	GCA_001243505.1|avian|2013	SRR2567032|avian|2013
GCA_001243555.1	avian	2013	Chicken Breast			CVM N46852	SRR2567033	SRS1102106	CVM N46852	SAMN03894231	GCA_001243555.1|avian|2013	SRR2567033|avian|2013
GCA_001243695.1	avian	2013	Chicken Breast			CVM N46860	SRR2567041	SRS1102100	CVM N46860	SAMN03894239	GCA_001243695.1|avian|2013	SRR2567041|avian|2013
GCA_001271825.1	avian	2013	Chicken Breast			CVM N46861	SRR2567042	SRS1102098	CVM N46861	SAMN03894240	GCA_001271825.1|avian|2013	SRR2567042|avian|2013
GCA_001243815.1	avian	2013	Chicken Breast			CVM N47715	SRR2567047	SRS1102085	CVM N47715	SAMN03894245	GCA_001243815.1|avian|2013	SRR2567047|avian|2013
GCA_001244105.1	avian	2013	Chicken Breast			CVM N47728	SRR2567060	SRS1102068	CVM N47728	SAMN03894258	GCA_001244105.1|avian|2013	SRR2567060|avian|2013
GCA_001244255.1	avian	2013	Chicken Breast			CVM N48676	SRR2567065	SRS1102063	CVM N48676	SAMN03894263	GCA_001244255.1|avian|2013	SRR2567065|avian|2013
GCA_001244285.1	avian	2013	Chicken Breast			CVM N48677	SRR2567066	SRS1102062	CVM N48677	SAMN03894264	GCA_001244285.1|avian|2013	SRR2567066|avian|2013
GCA_001244335.1	avian	2013	Chicken Breast			CVM N48679	SRR2567068	SRS1102060	CVM N48679	SAMN03894266	GCA_001244335.1|avian|2013	SRR2567068|avian|2013
GCA_001244385.1	avian	2013	Chicken Breast			CVM N48680	SRR2567069	SRS1102059	CVM N48680	SAMN03894267	GCA_001244385.1|avian|2013	SRR2567069|avian|2013
GCA_001244705.1	avian	2013	Chicken Breast			CVM N48689	SRR2567078	SRS1102050	CVM N48689	SAMN03894276	GCA_001244705.1|avian|2013	SRR2567078|avian|2013
GCA_001244695.1	avian	2013	Chicken Breast			CVM N48690	SRR2567079	SRS1102049	CVM N48690	SAMN03894277	GCA_001244695.1|avian|2013	SRR2567079|avian|2013
GCA_001245125.1	avian	2013	Chicken Breast			CVM N48708	SRR2567097	SRS1102031	CVM N48708	SAMN03894295	GCA_001245125.1|avian|2013	SRR2567097|avian|2013
GCA_001245255.1	avian	2013	Ground Turkey			CVM N50420	SRR2567102	SRS1102027	CVM N50420	SAMN03894300	GCA_001245255.1|avian|2013	SRR2567102|avian|2013
GCA_001245415.1	avian	2013	Chicken Legs			CVM N50425	SRR2567107	SRS1102022	CVM N50425	SAMN03894305	GCA_001245415.1|avian|2013	SRR2567107|avian|2013
GCA_001245495.1	avian	2013	Chicken Breast			CVM N50430	SRR2567112	SRS1102019	CVM N50430	SAMN03894310	GCA_001245495.1|avian|2013	SRR2567112|avian|2013
GCA_001245535.1	avian	2013	Chicken Breast			CVM N50433	SRR2567115	SRS1102013	CVM N50433	SAMN03894313	GCA_001245535.1|avian|2013	SRR2567115|avian|2013
GCA_001245645.1	avian	2013	Chicken Breast			CVM N50438	SRR2567120	SRS1102008	CVM N50438	SAMN03894318	GCA_001245645.1|avian|2013	SRR2567120|avian|2013
GCA_001245735.1	avian	2013	Ground Turkey			CVM N50442	SRR2567124	SRS1102005	CVM N50442	SAMN03894322	GCA_001245735.1|avian|2013	SRR2567124|avian|2013
GCA_001245765.1	avian	2013	Ground Turkey			CVM N50445	SRR2567127	SRS1102002	CVM N50445	SAMN03894325	GCA_001245765.1|avian|2013	SRR2567127|avian|2013
GCA_001245865.1	avian	2013	Ground Turkey			CVM N51240	SRR2567133	SRS1101998	CVM N51240	SAMN03894331	GCA_001245865.1|avian|2013	SRR2567133|avian|2013
GCA_001246225.1	avian	2013	Chicken Wings			CVM N51254	SRR2567147	SRS1101983	CVM N51254	SAMN03894345	GCA_001246225.1|avian|2013	SRR2567147|avian|2013
GCA_001246265.1	avian	2013	Chicken Breast			CVM N51255	SRR2567148	SRS1101980	CVM N51255	SAMN03894346	GCA_001246265.1|avian|2013	SRR2567148|avian|2013
GCA_001246565.1	avian	2013	Chicken Breast			CVM N51268	SRR2567161	SRS1101967	CVM N51268	SAMN03894359	GCA_001246565.1|avian|2013	SRR2567161|avian|2013
GCA_001272465.1	avian	2013	Chicken Breast			CVM N51269	SRR2567162	SRS1101966	CVM N51269	SAMN03894360	GCA_001272465.1|avian|2013	SRR2567162|avian|2013
GCA_001246625.1	avian	2013	Chicken Breast			CVM N51272	SRR2567165	SRS1101958	CVM N51272	SAMN03894363	GCA_001246625.1|avian|2013	SRR2567165|avian|2013
GCA_001246695.1	avian	2013	Chicken Wings			CVM N51275	SRR2567168	SRS1101955	CVM N51275	SAMN03894366	GCA_001246695.1|avian|2013	SRR2567168|avian|2013
GCA_001246705.1	avian	2013	Chicken Breast			CVM N51276	SRR2567169	SRS1101954	CVM N51276	SAMN03894367	GCA_001246705.1|avian|2013	SRR2567169|avian|2013
GCA_001246875.1	avian	2013	Chicken Breast			CVM N51283	SRR2567176	SRS1101947	CVM N51283	SAMN03894374	GCA_001246875.1|avian|2013	SRR2567176|avian|2013
GCA_001246945.1	avian	2013	Ground Turkey			CVM N51287	SRR2567180	SRS1101943	CVM N51287	SAMN03894378	GCA_001246945.1|avian|2013	SRR2567180|avian|2013
GCA_001272415.1	avian	2013	Chicken Breast			CVM N51295	SRR2567188	SRS1101935	CVM N51295	SAMN03894386	GCA_001272415.1|avian|2013	SRR2567188|avian|2013
GCA_001272475.1	avian	2013	Chicken Breast			CVM N51296	SRR2567189	SRS1101934	CVM N51296	SAMN03894387	GCA_001272475.1|avian|2013	SRR2567189|avian|2013
GCA_001247185.1	avian	2013	Chicken Breast			CVM N51299	SRR2567192	SRS1101931	CVM N51299	SAMN03894390	GCA_001247185.1|avian|2013	SRR2567192|avian|2013
GCA_001247205.1	avian	2013	Chicken Breast			CVM N51300	SRR2567193	SRS1101930	CVM N51300	SAMN03894391	GCA_001247205.1|avian|2013	SRR2567193|avian|2013
GCA_001247265.1	avian	2013	Chicken Breast			CVM N51301	SRR2567194	SRS1101929	CVM N51301	SAMN03894392	GCA_001247265.1|avian|2013	SRR2567194|avian|2013
GCA_001247275.1	avian	2013	Chicken Breast			CVM N51303	SRR2567196	SRS1101922	CVM N51303	SAMN03894394	GCA_001247275.1|avian|2013	SRR2567196|avian|2013
GCA_001272535.1	porcine	2013	Pork Chops			CVM N51314	SRR2567207	SRS1101911	CVM N51314	SAMN03894405	GCA_001272535.1|porcine|2013	SRR2567207|porcine|2013
GCA_002091315.1	human	2012	stool		Homo sapiens	R9_3278_R1	SRR3097380	SRS1245433	HUM_TYPH_WA_12_R9_3278_R1	SAMN04394854	GCA_002091315.1|human|2012	SRR3097380|human|2012
GCA_001954895.1	bovine	2009	stool/fecal sample		bovine	R9_3245_R1	SRR3097396	SRS1245524	BOV_TYPH_WA_09_R9_3245_R1	SAMN04394766	GCA_001954895.1|bovine|2009	SRR3097396|bovine|2009
GCA_002091185.1	human	2012	stool		Homo sapiens	R9_3277_R1	SRR3097408	SRS1245579	HUM_TYPH_WA_12_R9_3277_R1	SAMN04394819	GCA_002091185.1|human|2012	SRR3097408|human|2012
GCA_002091015.1	human	2011	stool		Homo sapiens	R8_8132_R1	SRR3097410	SRS1245546	HUM_TYPH_NY_11_R8_8132_R1	SAMN04394787	GCA_002091015.1|human|2011	SRR3097410|human|2011
GCA_002091215.1	human	2008	stool		Homo sapiens	R8_0784_R1	SRR3097425	SRS1245517	HUM_TYPH_NY_08_R8_0784_R1	SAMN04394773	GCA_002091215.1|human|2008	SRR3097425|human|2008
GCA_002091125.1	human	2011	stool		Homo sapiens	R9_3276_R1	SRR3097427	SRS1245516	HUM_TYPH_WA_11_R9_3276_R1	SAMN04394774	GCA_002091125.1|human|2011	SRR3097427|human|2011
GCA_001955315.1	bovine	2012	stool/fecal sample		bovine	R8_9832_R1	SRR3097430	SRS1245474	BOV_TYPH_NY_12_R8_9832_R1	SAMN04394760	GCA_001955315.1|bovine|2012	SRR3097430|bovine|2012
GCA_001955395.1	bovine	2009	stool/fecal sample		bovine	R9_3247_R1	SRR3097450	SRS1245415	BOV_TYPH_WA_09_R9_3247_R1	SAMN04394850	GCA_001955395.1|bovine|2009	SRR3097450|bovine|2009
GCA_002091045.1	human	2009	stool		Homo sapiens	R9_3272_R1	SRR3097457	SRS1245445	HUM_TYPH_WA_09_R9_3272_R1	SAMN04394870	GCA_002091045.1|human|2009	SRR3097457|human|2009
GCA_002091255.1	human	2011	stool		Homo sapiens	R8_8081_R1	SRR3097464	SRS1245595	HUM_TYPH_NY_11_R8_8081_R1	SAMN04394842	GCA_002091255.1|human|2011	SRR3097464|human|2011
GCA_002090945.1	human	2010	stool		Homo sapiens	R8_5213_R1	SRR3097468	SRS1245495	HUM_TYPH_NY_10_R8_5213_R1	SAMN04394911	GCA_002090945.1|human|2010	SRR3097468|human|2010
GCA_001955415.1	bovine	2010	stool/fecal sample		bovine	R9_3248_R1	SRR3097473	SRS1245554	BOV_TYPH_WA_10_R9_3248_R1	SAMN04394801	GCA_001955415.1|bovine|2010	SRR3097473|bovine|2010
GCA_002091275.1	human	2012	stool		Homo sapiens	R9_0042_R1	SRR3097481	SRS1245589	HUM_TYPH_NY_12_R9_0042_R1	SAMN04394830	GCA_002091275.1|human|2012	SRR3097481|human|2012
GCA_001955375.1	bovine	2008	stool/fecal sample		bovine	R9_3244_R1	SRR3097488	SRS1245562	BOV_TYPH_WA_08_R9_3244_R1	SAMN04394815	GCA_001955375.1|bovine|2008	SRR3097488|bovine|2008
GCA_001955305.1	bovine	2012	stool/fecal sample		bovine	R8_9815_R1	SRR3097490	SRS1245594	BOV_TYPH_NY_12_R8_9815_R1	SAMN04394843	GCA_001955305.1|bovine|2012	SRR3097490|bovine|2012
GCA_001955215.1	bovine	2010	stool/fecal sample		bovine	R8_7307_R1	SRR3097493	SRS1245592	BOV_TYPH_NY_10_R8_7307_R1	SAMN04394827	GCA_001955215.1|bovine|2010	SRR3097493|bovine|2010
GCA_002090935.1	human	2008	stool		Homo sapiens	R8_0763_R1	SRR3097525	SRS1245507	HUM_TYPH_NY_08_R8_0763_R1	SAMN04394922	GCA_002090935.1|human|2008	SRR3097525|human|2008
GCA_002091095.1	human	2010	stool		Homo sapiens	R9_3274_R1	SRR3097529	SRS1245535	HUM_TYPH_WA_10_R9_3274_R1	SAMN04394777	GCA_002091095.1|human|2010	SRR3097529|human|2010
GCA_001955455.1	bovine	2010	stool/fecal sample		bovine	R9_3249_R1	SRR3097539	SRS1245492	BOV_TYPH_WA_10_R9_3249_R1	SAMN04394914	GCA_001955455.1|bovine|2010	SRR3097539|bovine|2010
GCA_002091345.1	human	2010	stool		Homo sapiens	R9_3273_R1	SRR3097562	SRS1245468	HUM_TYPH_WA_10_R9_3273_R1	SAMN04394891	GCA_002091345.1|human|2010	SRR3097562|human|2010
GCA_002091115.1	human	2011	stool		Homo sapiens	R9_3275_R1	SRR3097569	SRS1245512	HUM_TYPH_WA_11_R9_3275_R1	SAMN04394917	GCA_002091115.1|human|2011	SRR3097569|human|2011
GCA_001594425.1	unreported	2013	Final product sales (animal origin)			CFSAN033939	SRR3215422	SRS1332209	CFSAN033939	SAMN03941171	GCA_001594425.1|unreported|2013	SRR3215422|unreported|2013
GCA_002028635.1	unreported		missing		not collected	LT2 KO_STM3664	SRR3622951	SRS1480989	BCW_7501	SAMN05200444	GCA_002028635.1|unreported|	SRR3622951|unreported|
GCA_002028585.1	unreported		missing		not collected	LT2 KO_STM3537	SRR3622952	SRS1480990	BCW_7503	SAMN05200445	GCA_002028585.1|unreported|	SRR3622952|unreported|
GCA_002074745.1	unreported		not collected		not collected	LT2 KO STM4298	SRR3622953	SRS1480991	BCW_8439	SAMN05200446	GCA_002074745.1|unreported|	SRR3622953|unreported|
GCA_002029395.1	unreported		missing		not collected	LT2 KO STM1252	SRR3622954	SRS1480992	BCW_8441	SAMN05200447	GCA_002029395.1|unreported|	SRR3622954|unreported|
GCA_002029365.1	unreported		missing		not collected	LT2 KO STM0928	SRR3622955	SRS1480993	BCW_8442	SAMN05200448	GCA_002029365.1|unreported|	SRR3622955|unreported|
GCA_002074605.1	unreported		not collected		not collected	LT2 KO STM2896	SRR3622956	SRS1480994	BCW_8444	SAMN05200449	GCA_002074605.1|unreported|	SRR3622956|unreported|
GCA_001479815.1	avian	2012	chicken breast			CVM N38855	SRR3664613	SRS1502022	CVM N38855	SAMN02699281	GCA_001479815.1|avian|2012	SRR3664613|avian|2012
GCA_001478325.1	avian	2012	ground turkey			CVM N38858	SRR3664616	SRS1502025	CVM N38858	SAMN02699282	GCA_001478325.1|avian|2012	SRR3664616|avian|2012
GCA_001479925.1	avian	2012	ground turkey			CVM N38873	SRR3664630	SRS1502039	CVM N38873	SAMN02699289	GCA_001479925.1|avian|2012	SRR3664630|avian|2012
GCA_001480025.1	avian	2012	chicken breast			CVM N38903	SRR3664660	SRS1502064	CVM N38903	SAMN02699298	GCA_001480025.1|avian|2012	SRR3664660|avian|2012
GCA_001480855.1	avian	2012	chicken breast			CVM N38914	SRR3664671	SRS1502075	CVM N38914	SAMN02699301	GCA_001480855.1|avian|2012	SRR3664671|avian|2012
GCA_001480055.1	avian	2012	ground turkey			CVM N38917	SRR3664674	SRS1502078	CVM N38917	SAMN02699302	GCA_001480055.1|avian|2012	SRR3664674|avian|2012
GCA_001480085.1	avian	2012	chicken breast			CVM N38921	SRR3664678	SRS1502082	CVM N38921	SAMN02699303	GCA_001480085.1|avian|2012	SRR3664678|avian|2012
GCA_001478425.1	avian	2012	chicken breast			CVM N38925	SRR3664682	SRS1502086	CVM N38925	SAMN02699304	GCA_001478425.1|avian|2012	SRR3664682|avian|2012
GCA_001480115.1	avian	2012	chicken breast			CVM N38929	SRR3664686	SRS1502090	CVM N38929	SAMN02699305	GCA_001480115.1|avian|2012	SRR3664686|avian|2012
GCA_001480105.1	avian	2012	chicken breast			CVM N38943	SRR3664700	SRS1502104	CVM N38943	SAMN02699306	GCA_001480105.1|avian|2012	SRR3664700|avian|2012
GCA_001478445.1	avian	2012	ground turkey			CVM N38944	SRR3664701	SRS1502105	CVM N38944	SAMN02699307	GCA_001478445.1|avian|2012	SRR3664701|avian|2012
GCA_001480145.1	porcine	2012	pork chop			CVM N40368	SRR3664727	SRS1502131	CVM N40368	SAMN02699311	GCA_001480145.1|porcine|2012	SRR3664727|porcine|2012
GCA_001480205.1	avian	2012	chicken breast			CVM N40379	SRR3664736	SRS1502140	CVM N40379	SAMN02699314	GCA_001480205.1|avian|2012	SRR3664736|avian|2012
GCA_001480225.1	avian	2012	ground turkey			CVM N40384	SRR3664741	SRS1502145	CVM N40384	SAMN02699315	GCA_001480225.1|avian|2012	SRR3664741|avian|2012
GCA_001480955.1	avian	2012	chicken breast			CVM N40413	SRR3664770	SRS1502174	CVM N40413	SAMN02699320	GCA_001480955.1|avian|2012	SRR3664770|avian|2012
GCA_001480265.1	avian	2012	chicken breast			CVM N40416	SRR3664772	SRS1502176	CVM N40416	SAMN02699321	GCA_001480265.1|avian|2012	SRR3664772|avian|2012
GCA_001480285.1	avian	2012	chicken breast			CVM N40935	SRR3664792	SRS1502195	CVM N40935	SAMN02699323	GCA_001480285.1|avian|2012	SRR3664792|avian|2012
GCA_001480975.1	avian	2012	chicken breast			CVM N40939	SRR3664796	SRS1502200	CVM N40939	SAMN02699324	GCA_001480975.1|avian|2012	SRR3664796|avian|2012
GCA_001480365.1	avian	2012	chicken breast			CVM N41895	SRR3664825	SRS1502229	CVM N41895	SAMN02699329	GCA_001480365.1|avian|2012	SRR3664825|avian|2012
GCA_001480385.1	avian	2012	chicken breast			CVM N41904	SRR3664834	SRS1502238	CVM N41904	SAMN02699331	GCA_001480385.1|avian|2012	SRR3664834|avian|2012
GCA_001480985.1	avian	2012	chicken breast			CVM N41906	SRR3664836	SRS1502241	CVM N41906	SAMN02699332	GCA_001480985.1|avian|2012	SRR3664836|avian|2012
GCA_001480485.1	avian	2012	chicken breast			CVM N42450	SRR3664882	SRS1502286	CVM N42450	SAMN02699343	GCA_001480485.1|avian|2012	SRR3664882|avian|2012
GCA_001481075.1	avian	2012	ground turkey			CVM N42467	SRR3664899	SRS1502303	CVM N42467	SAMN02699347	GCA_001481075.1|avian|2012	SRR3664899|avian|2012
GCA_001481175.1	porcine	2012	pork chop			CVM N42492	SRR3664924	SRS1502328	CVM N42492	SAMN02699357	GCA_001481175.1|porcine|2012	SRR3664924|porcine|2012
GCA_001481235.1	avian	2012	chicken breast			CVM N42518	SRR3664949	SRS1502353	CVM N42518	SAMN02699363	GCA_001481235.1|avian|2012	SRR3664949|avian|2012
